,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_PIEZO,3Q_PIEZO,INT_Q_PIEZO,INF,SUP,OUTLIER_PIEZO,1Q_SOGG,3Q_SOGG,Unnamed: 16,Etichette di riga,1Q_PIEZO.1,3Q_PIEZO.1,1Q_SOGG.1,3Q_SOGG.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
1934,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-04-09,124.207,soggiacenza statica,4.0,120.207,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-06-17,124.207,soggiacenza statica,3.82,120.387,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-07-11,124.207,soggiacenza statica,3.92,120.287,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-08-07,124.207,soggiacenza statica,4.0,120.207,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-09-02,124.207,soggiacenza statica,3.7,120.507,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-10-10,124.207,soggiacenza statica,3.51,120.697,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-11-20,124.207,soggiacenza statica,3.32,120.887,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2008-12-04,124.207,soggiacenza statica,3.12,121.087,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-01-16,124.207,soggiacenza statica,3.05,121.157,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-02-11,124.207,soggiacenza statica,2.49,121.717,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-03-10,124.207,soggiacenza statica,2.61,121.597,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-04-02,124.207,soggiacenza statica,3.06,121.147,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-05-15,124.207,soggiacenza statica,2.83,121.377,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-06-09,124.207,soggiacenza statica,2.83,121.377,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-07-29,124.207,soggiacenza statica,3.18,121.027,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-08-06,124.207,soggiacenza statica,3.4,120.807,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-09-01,124.207,soggiacenza statica,3.72,120.487,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-10-26,124.207,soggiacenza statica,3.48,120.727,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2009-11-17,124.207,soggiacenza statica,3.47,120.737,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-01-14,124.207,soggiacenza statica,2.97,121.237,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-02-16,124.207,soggiacenza statica,3.13,121.077,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-03-11,124.207,soggiacenza statica,2.95,121.257,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-06-18,124.207,soggiacenza statica,3.09,121.117,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-07-09,124.207,soggiacenza statica,3.11,121.097,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-08-12,124.207,soggiacenza statica,3.23,120.977,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-09-15,124.207,soggiacenza statica,2.97,121.237,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-10-13,124.207,soggiacenza statica,2.88,121.327,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-11-16,124.207,soggiacenza statica,2.76,121.447,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2010-12-15,124.207,soggiacenza statica,2.54,121.667,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-01-12,124.207,soggiacenza statica,2.6,121.607,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-02-22,124.207,soggiacenza statica,2.78,121.427,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-03-16,124.207,soggiacenza statica,2.88,121.327,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-04-19,124.207,soggiacenza statica,3.16,121.047,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-05-12,124.207,soggiacenza statica,3.42,120.787,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-06-03,124.207,soggiacenza statica,3.61,120.597,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-07-20,124.207,soggiacenza statica,3.21,120.997,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-08-19,124.207,soggiacenza statica,3.55,120.657,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-09-01,124.207,soggiacenza statica,3.58,120.627,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-10-14,124.207,soggiacenza statica,3.37,120.837,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-11-07,124.207,soggiacenza statica,3.56,120.647,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2011-12-19,124.207,soggiacenza statica,3.6,120.607,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-01-19,124.207,soggiacenza statica,3.63,120.577,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-02-09,124.207,soggiacenza statica,3.76,120.447,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-03-02,124.207,soggiacenza statica,3.93,120.277,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-04-02,124.207,soggiacenza statica,4.08,120.127,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-05-10,124.207,soggiacenza statica,4.05,120.157,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-06-14,124.207,soggiacenza statica,3.72,120.487,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-07-10,124.207,soggiacenza statica,3.56,120.647,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-08-01,124.207,soggiacenza statica,4.21,119.997,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-09-27,124.207,soggiacenza statica,3.65,120.557,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-10-15,124.207,soggiacenza statica,3.48,120.727,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-11-21,124.207,soggiacenza statica,3.11,121.097,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2012-12-17,124.207,soggiacenza statica,2.72,121.487,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-01-18,124.207,soggiacenza statica,2.77,121.437,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-02-06,124.207,soggiacenza statica,2.83,121.377,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-03-15,124.207,soggiacenza statica,2.89,121.317,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-04-02,124.207,soggiacenza statica,2.71,121.497,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-05-28,124.207,soggiacenza statica,2.75,121.457,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-06-11,124.207,soggiacenza statica,2.66,121.547,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-07-15,124.207,soggiacenza statica,3.06,121.147,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-08-05,124.207,soggiacenza statica,3.35,120.857,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-09-26,124.207,soggiacenza statica,3.17,121.037,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-10-10,124.207,soggiacenza statica,3.22,120.987,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-11-18,124.207,soggiacenza statica,3.21,120.997,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2013-12-12,124.207,soggiacenza statica,3.12,121.087,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-01-22,124.207,soggiacenza statica,2.74,121.467,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-02-14,124.207,soggiacenza statica,2.39,121.817,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-03-07,124.207,soggiacenza statica,2.57,121.637,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-04-16,124.207,soggiacenza statica,2.83,121.377,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-05-20,124.207,soggiacenza statica,3.0,121.207,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-06-20,124.207,soggiacenza statica,3.08,121.127,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-07-28,124.207,soggiacenza statica,2.88,121.327,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-08-25,124.207,soggiacenza statica,2.53,121.677,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-09-19,124.207,soggiacenza statica,2.78,121.427,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-10-31,124.207,soggiacenza statica,2.93,121.277,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-11-17,124.207,soggiacenza statica,2.34,121.867,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2014-12-12,124.207,soggiacenza statica,2.45,121.757,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-01-12,124.207,soggiacenza statica,2.76,121.447,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-02-27,124.207,soggiacenza statica,2.69,121.517,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-03-10,124.207,soggiacenza statica,2.82,121.387,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-04-10,124.207,soggiacenza statica,3.08,121.127,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-05-19,124.207,soggiacenza statica,3.3,120.907,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-06-25,124.207,soggiacenza statica,3.6,120.607,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-07-17,124.207,soggiacenza statica,4.35,119.857,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-08-05,124.207,soggiacenza statica,4.42,119.787,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-09-28,124.207,soggiacenza statica,3.88,120.327,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-10-19,124.207,soggiacenza statica,3.71,120.497,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-11-30,124.207,soggiacenza statica,3.73,120.477,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2015-12-07,124.207,soggiacenza statica,3.93,120.277,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-01-18,124.207,soggiacenza statica,3.98,120.227,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-02-16,124.207,soggiacenza statica,3.96,120.247,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-03-11,124.207,soggiacenza statica,3.71,120.497,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-04-12,124.207,soggiacenza statica,3.87,120.337,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-05-19,124.207,soggiacenza statica,3.91,120.297,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-06-17,124.207,soggiacenza statica,3.25,120.957,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-07-25,124.207,soggiacenza statica,3.72,120.487,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-08-19,124.207,soggiacenza statica,3.01,121.197,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-09-09,124.207,soggiacenza statica,3.04,121.167,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,BG,ROMANO DI LOMBARDIA,PO0161830R0003,2016-10-14,124.207,soggiacenza statica,3.13,121.077,120.297,121.15265732758621,0.8556573275862149,119.01351400862067,122.43614331896553, ,3.0543426724137896,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,
