,PROVINCIA,COMUNE,CODICE PUNTO,DATA,Qr[m s.l.m.],DESCRIZIONE,MISURA SOGGIACENZA [m],PIEZOMETRIA [m s.l.m.],1Q_SOGG,3Q_SOGG,1Q_PIEZO,3Q_PIEZO,IQR_PIEZO,INF,SUP,OUTLIERS,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Etichette di riga,1Q_SOGG.1,3Q_SOGG.1,1Q_PIEZO.1,3Q_PIEZO.1,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45
450,PV,PORTALBERA,PO0181180U0019,2012-02-16,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PV,PORTALBERA,PO0181180U0019,2012-03-09,68.079,soggiacenza statica,8.26,59.819,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PV,PORTALBERA,PO0181180U0019,2012-04-12,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PV,PORTALBERA,PO0181180U0019,2012-05-16,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PV,PORTALBERA,PO0181180U0019,2012-06-07,68.079,soggiacenza statica,8.45,59.629,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PV,PORTALBERA,PO0181180U0019,2012-07-04,68.079,soggiacenza statica,8.5,59.579,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PV,PORTALBERA,PO0181180U0019,2012-08-10,68.079,soggiacenza statica,8.6,59.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PV,PORTALBERA,PO0181180U0019,2012-09-11,68.079,soggiacenza statica,8.5,59.579,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PV,PORTALBERA,PO0181180U0019,2012-10-30,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PV,PORTALBERA,PO0181180U0019,2012-11-27,68.079,soggiacenza statica,8.7,59.379,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PV,PORTALBERA,PO0181180U0019,2012-12-20,68.079,soggiacenza statica,8.65,59.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PV,PORTALBERA,PO0181180U0019,2013-01-15,68.079,soggiacenza statica,8.7,59.379,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PV,PORTALBERA,PO0181180U0019,2013-02-08,68.079,soggiacenza statica,8.7,59.379,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PV,PORTALBERA,PO0181180U0019,2013-03-15,68.079,soggiacenza statica,8.64,59.439,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PV,PORTALBERA,PO0181180U0019,2013-04-19,68.079,soggiacenza statica,8.1,59.979,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PV,PORTALBERA,PO0181180U0019,2013-05-10,68.079,soggiacenza statica,7.85,60.229,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,PV,PORTALBERA,PO0181180U0019,2013-06-06,68.079,soggiacenza statica,7.55,60.529,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PV,PORTALBERA,PO0181180U0019,2013-07-15,68.079,soggiacenza statica,9.0,59.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PV,PORTALBERA,PO0181180U0019,2013-08-20,68.079,soggiacenza statica,10.3,57.779,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,PV,PORTALBERA,PO0181180U0019,2013-09-23,68.079,soggiacenza statica,8.65,59.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PV,PORTALBERA,PO0181180U0019,2013-10-16,68.079,soggiacenza statica,8.65,59.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PV,PORTALBERA,PO0181180U0019,2013-11-20,68.079,soggiacenza statica,8.0,60.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PV,PORTALBERA,PO0181180U0019,2013-12-04,68.079,soggiacenza statica,8.0,60.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PV,PORTALBERA,PO0181180U0019,2014-01-16,68.079,soggiacenza statica,8.0,60.079,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PV,PORTALBERA,PO0181180U0019,2014-02-13,68.079,soggiacenza statica,7.5,60.579,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PV,PORTALBERA,PO0181180U0019,2014-03-11,68.079,soggiacenza statica,6.8,61.279,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PV,PORTALBERA,PO0181180U0019,2014-04-03,68.079,soggiacenza statica,6.45,61.629,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PV,PORTALBERA,PO0181180U0019,2014-05-01,68.079,soggiacenza statica,6.95,61.129,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PV,PORTALBERA,PO0181180U0019,2014-06-18,68.079,soggiacenza statica,6.86,61.219,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PV,PORTALBERA,PO0181180U0019,2014-07-10,68.079,soggiacenza statica,7.12,60.959,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PV,PORTALBERA,PO0181180U0019,2014-08-12,68.079,soggiacenza statica,7.42,60.659,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PV,PORTALBERA,PO0181180U0019,2014-09-10,68.079,soggiacenza statica,7.6,60.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PV,PORTALBERA,PO0181180U0019,2014-10-08,68.079,soggiacenza statica,7.9,60.179,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PV,PORTALBERA,PO0181180U0019,2014-11-07,68.079,soggiacenza statica,7.8,60.279,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PV,PORTALBERA,PO0181180U0019,2014-12-05,68.079,soggiacenza statica,7.55,60.529,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PV,PORTALBERA,PO0181180U0019,2015-01-29,68.079,soggiacenza statica,7.25,60.829,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PV,PORTALBERA,PO0181180U0019,2015-02-25,68.079,soggiacenza statica,7.12,60.959,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PV,PORTALBERA,PO0181180U0019,2015-03-16,68.079,soggiacenza statica,6.65,61.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PV,PORTALBERA,PO0181180U0019,2015-04-21,68.079,soggiacenza statica,6.2,61.879,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PV,PORTALBERA,PO0181180U0019,2015-05-21,68.079,soggiacenza statica,8.79,59.289,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PV,PORTALBERA,PO0181180U0019,2015-06-30,68.079,soggiacenza statica,7.49,60.589,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PV,PORTALBERA,PO0181180U0019,2015-07-21,68.079,soggiacenza statica,7.65,60.429,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PV,PORTALBERA,PO0181180U0019,2015-08-20,68.079,soggiacenza statica,7.95,60.129,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PV,PORTALBERA,PO0181180U0019,2015-09-14,68.079,soggiacenza statica,8.19,59.889,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PV,PORTALBERA,PO0181180U0019,2015-10-15,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PV,PORTALBERA,PO0181180U0019,2015-11-23,68.079,soggiacenza statica,8.44,59.639,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PV,PORTALBERA,PO0181180U0019,2015-12-17,68.079,soggiacenza statica,8.86,59.219,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PV,PORTALBERA,PO0181180U0019,2016-01-27,68.079,soggiacenza statica,7.93,60.149,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PV,PORTALBERA,PO0181180U0019,2016-02-25,68.079,soggiacenza statica,7.9,60.179,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PV,PORTALBERA,PO0181180U0019,2016-03-31,68.079,soggiacenza statica,7.75,60.329,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PV,PORTALBERA,PO0181180U0019,2016-04-26,68.079,soggiacenza statica,7.93,60.149,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PV,PORTALBERA,PO0181180U0019,2016-05-19,68.079,soggiacenza statica,7.95,60.129,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PV,PORTALBERA,PO0181180U0019,2016-06-29,68.079,soggiacenza statica,7.88,60.199,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PV,PORTALBERA,PO0181180U0019,2016-07-20,68.079,soggiacenza statica,8.58,59.499,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PV,PORTALBERA,PO0181180U0019,2016-08-24,68.079,soggiacenza statica,8.35,59.729,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PV,PORTALBERA,PO0181180U0019,2016-09-23,68.079,soggiacenza statica,8.44,59.639,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PV,PORTALBERA,PO0181180U0019,2016-10-25,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PV,PORTALBERA,PO0181180U0019,2016-11-17,68.079,soggiacenza statica,8.29,59.789,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PV,PORTALBERA,PO0181180U0019,2016-12-15,68.079,soggiacenza statica,8.61,59.469,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PV,PORTALBERA,PO0181180U0019,2017-01-23,68.079,soggiacenza statica,8.33,59.749,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PV,PORTALBERA,PO0181180U0019,2017-02-21,68.079,soggiacenza statica,8.34,59.739,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PV,PORTALBERA,PO0181180U0019,2017-03-23,68.079,soggiacenza statica,8.36,59.719,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PV,PORTALBERA,PO0181180U0019,2017-04-21,68.079,soggiacenza statica,8.4,59.679,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PV,PORTALBERA,PO0181180U0019,2017-05-29,68.079,soggiacenza statica,8.5,59.579,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PV,PORTALBERA,PO0181180U0019,2017-06-28,68.079,soggiacenza statica,8.79,59.289,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PV,PORTALBERA,PO0181180U0019,2017-07-25,68.079,soggiacenza statica,9.02,59.059,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PV,PORTALBERA,PO0181180U0019,2017-08-28,68.079,soggiacenza statica,9.24,58.839,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PV,PORTALBERA,PO0181180U0019,2017-09-25,68.079,soggiacenza statica,8.92,59.159,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PV,PORTALBERA,PO0181180U0019,2017-10-23,68.079,soggiacenza statica,8.87,59.209,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PV,PORTALBERA,PO0181180U0019,2017-11-21,68.079,soggiacenza statica,8.87,59.209,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PV,PORTALBERA,PO0181180U0019,2017-12-20,68.079,soggiacenza statica,9.04,59.039,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PV,PORTALBERA,PO0181180U0019,2018-01-23,68.079,soggiacenza statica,9.07,59.009,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PV,PORTALBERA,PO0181180U0019,2018-02-26,68.079,soggiacenza statica,8.97,59.109,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PV,PORTALBERA,PO0181180U0019,2018-03-26,68.079,soggiacenza statica,8.98,59.099,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PV,PORTALBERA,PO0181180U0019,2018-04-23,68.079,soggiacenza statica,8.95,59.129,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PV,PORTALBERA,PO0181180U0019,2018-05-22,68.079,soggiacenza statica,8.94,59.139,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PV,PORTALBERA,PO0181180U0019,2018-07-18,68.079,soggiacenza statica,9.56,58.519,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PV,PORTALBERA,PO0181180U0019,2018-08-27,68.079,soggiacenza statica,8.99,59.089,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PV,PORTALBERA,PO0181180U0019,2018-09-24,68.079,soggiacenza statica,8.94,59.139,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PV,PORTALBERA,PO0181180U0019,2018-10-30,68.079,soggiacenza statica,8.94,59.139,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PV,PORTALBERA,PO0181180U0019,2018-12-20,68.079,soggiacenza statica,9.02,59.059,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PV,PORTALBERA,PO0181180U0019,2019-01-28,68.079,soggiacenza statica,9.78,58.299,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PV,PORTALBERA,PO0181180U0019,2019-02-28,68.079,soggiacenza statica,9.44,58.639,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PV,PORTALBERA,PO0181180U0019,2019-03-21,68.079,soggiacenza statica,9.6,58.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PV,PORTALBERA,PO0181180U0019,2019-04-19,68.079,soggiacenza statica,9.19,58.889,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PV,PORTALBERA,PO0181180U0019,2019-05-21,68.079,soggiacenza statica,9.6,58.479,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PV,PORTALBERA,PO0181180U0019,2019-10-29,68.079,soggiacenza statica,10.5,57.579,7.8125,8.94,59.139,60.2665,1.1274999999999977,57.447750000000006,61.95775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PV,RIVANAZZANO,PO0181220U0001,2014-05-29,151.09,soggiacenza statica,5.79,145.3,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PV,RIVANAZZANO,PO0181220U0001,2014-10-21,151.09,soggiacenza statica,5.68,145.41,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PV,RIVANAZZANO,PO0181220U0001,2015-05-28,151.09,soggiacenza statica,5.82,145.27,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PV,RIVANAZZANO,PO0181220U0001,2015-07-20,151.09,soggiacenza statica,5.93,145.16,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PV,RIVANAZZANO,PO0181220U0001,2015-11-26,151.09,soggiacenza statica,6.1,144.99,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PV,RIVANAZZANO,PO0181220U0001,2016-02-16,151.09,soggiacenza statica,6.1,144.99,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PV,RIVANAZZANO,PO0181220U0001,2016-05-25,151.09,soggiacenza statica,6.05,145.04,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PV,RIVANAZZANO,PO0181220U0001,2016-08-09,151.09,soggiacenza statica,6.1,144.99,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PV,RIVANAZZANO,PO0181220U0001,2016-11-24,151.09,soggiacenza statica,6.2,144.89,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PV,RIVANAZZANO,PO0181220U0001,2017-02-23,151.09,soggiacenza statica,6.12,144.97,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PV,RIVANAZZANO,PO0181220U0001,2017-05-25,151.09,soggiacenza statica,6.09,145.0,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PV,RIVANAZZANO,PO0181220U0001,2017-08-16,151.09,soggiacenza statica,6.19,144.9,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PV,RIVANAZZANO,PO0181220U0001,2017-11-20,151.09,soggiacenza statica,6.18,144.91,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PV,RIVANAZZANO,PO0181220U0001,2018-02-20,151.09,soggiacenza statica,6.22,144.87,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PV,RIVANAZZANO,PO0181220U0001,2018-05-24,151.09,soggiacenza statica,5.92,145.17,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PV,RIVANAZZANO,PO0181220U0001,2018-07-31,151.09,soggiacenza statica,7.0,144.09,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PV,RIVANAZZANO,PO0181220U0001,2018-11-08,151.09,soggiacenza statica,7.16,143.93,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PV,RIVANAZZANO,PO0181220U0001,2019-02-19,151.09,soggiacenza statica,7.22,143.87,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PV,RIVANAZZANO,PO0181220U0001,2019-06-04,151.09,soggiacenza statica,7.09,144.0,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PV,RIVANAZZANO,PO0181220U0001,2019-08-28,151.09,soggiacenza statica,6.94,144.15,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PV,RIVANAZZANO,PO0181220U0001,2019-11-06,151.09,soggiacenza statica,6.02,145.07,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PV,RIVANAZZANO,PO0181220U0001,2020-06-23,151.09,soggiacenza statica,6.4,144.69,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PV,RIVANAZZANO,PO0181220U0001,2020-08-25,151.09,soggiacenza statica,7.05,144.04,6.0424999999999995,6.955,144.135,145.04749999999999,0.9124999999999943,142.76625,146.41625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
