CODICE PUNTO,DATA,PIEZOMETRIA [m s.l.m.]
PO0120790RZ001,2013-09-30,201.391
PO0120790RZ001,2013-10-30,201.291
PO0120790RZ001,2013-11-30,201.661
PO0120790RZ001,2013-12-30,201.891
PO0120790RZ001,2014-01-30,202.531
PO0120790RZ001,2014-11-28,208.641
PO0120790RZ001,2014-12-28,207.781
PO0120790RZ001,2015-01-07,207.781
PO0120790RZ001,2015-02-02,207.411
PO0120790RZ001,2015-03-02,207.471
PO0120790RZ001,2015-04-07,207.231
PO0120790RZ001,2015-05-04,207.071
PO0120790RZ001,2015-06-03,206.951
PO0120790RZ001,2015-07-06,206.871
PO0120790RZ001,2015-08-03,206.391
PO0120790RZ001,2015-09-07,206.081
PO0120790RZ001,2015-10-05,205.921
PO0120790RZ001,2015-11-05,205.811
PO0120790RZ001,2015-12-07,205.401
PO0120790RZ001,2016-01-11,205.041
PO0120790RZ001,2016-02-01,204.831
PO0120790RZ001,2016-03-07,206.431
PO0120790RZ001,2016-04-04,206.091
PO0120790RZ001,2016-05-02,205.851
PO0120790RZ001,2016-06-06,206.091
PO0120790RZ001,2016-07-04,205.991
PO0120790RZ001,2016-08-01,205.651
PO0120790RZ001,2016-09-05,205.421
PO0120790RZ001,2016-10-03,205.271
PO0120790RZ001,2016-11-07,205.021
PO0120790RZ001,2016-12-05,205.301
PO0120790RZ001,2017-01-02,204.851
PO0120790RZ001,2017-02-06,204.511
PO0120790RZ001,2017-03-06,204.301
PO0120790RZ001,2017-04-04,204.121
PO0120790RZ001,2017-05-02,203.871
PO0120790RZ001,2017-06-05,203.671
PO0120790RZ001,2017-07-03,203.701
PO0120790RZ001,2017-08-02,203.381
PO0120790RZ001,2017-09-04,203.111
PO0120790RZ001,2017-10-02,202.901
PO0120790RZ001,2017-12-04,202.621
PO0120790RZ001,2018-01-04,202.521
PO0120790RZ001,2018-02-05,202.011
PO0120790RZ001,2018-03-12,201.621
PO0120790RZ001,2018-04-09,201.801
PO0120790RZ001,2018-05-07,201.701
PO0120790RZ001,2018-06-04,201.761
PO0120790RZ001,2018-07-02,201.671
PO0120790RZ001,2018-08-02,201.731
PO0120790RZ001,2018-09-04,201.621
PO0120790RZ001,2018-10-09,201.411
PO0120790RZ001,2018-11-05,201.461
PO0120790RZ001,2018-12-03,201.421
PO0120790RZ001,2019-01-07,201.241
PO0120790RZ001,2019-02-04,201.161
PO0120790RZ001,2019-03-04,200.941
PO0120790RZ001,2019-04-11,200.751
PO0120790RZ001,2019-05-06,200.661
PO0120790RZ001,2019-06-03,200.581
PO0120790RZ001,2019-07-03,200.471
PO0120790RZ001,2019-08-06,200.021
PO0120790RZ001,2019-09-02,200.211
PO0120790RZ001,2019-10-14,200.061
PO0120790RZ001,2019-11-06,200.161
PO0120790RZ001,2019-12-02,201.121
PO0120790RZ001,2020-01-07,201.871
PO0120790RZ001,2020-02-03,201.571
PO0120790RZ001,2020-05-04,201.091
PO0120790RZ001,2020-06-11,201.161
PO0120790RZ001,2020-07-15,201.091
PO0120790RZ001,2020-09-07,201.321
PO0120790RZ001,2020-10-12,201.591
PO0120790RZ001,2020-11-09,201.481
PO0120790RZ001,2020-12-14,201.331
PO0120790RZ001,2021-01-11,201.391
PO0120790RZ001,2021-02-02,201.471
PO0120790RZ001,2021-03-16,201.921
PO015113NUP001,2016-02-29,145.536
PO015113NUP001,2016-03-25,145.396
PO015113NUP001,2016-04-22,145.106
PO015113NUP001,2016-05-23,145.876
PO015113NUP001,2016-06-15,147.306
PO015113NUP001,2016-07-15,148.516
PO015113NUP001,2016-08-12,149.756
PO015113NUP001,2016-09-19,149.856
PO015113NUP001,2016-10-17,148.486
PO015113NUP001,2016-11-18,147.276
PO015113NUP001,2016-12-20,146.676
PO015113NUP001,2017-01-13,146.146
PO015113NUP001,2017-02-17,145.576
PO015113NUP001,2017-03-15,145.176
PO015113NUP001,2017-04-24,144.746
PO015113NUP001,2017-05-12,145.136
PO015113NUP001,2017-06-22,146.706
PO015113NUP001,2017-07-21,148.096
PO015113NUP001,2017-08-11,148.896
PO015113NUP001,2017-09-15,149.516
PO015113NUP001,2017-10-13,148.296
PO015113NUP001,2017-11-17,146.936
PO015113NUP001,2017-12-19,145.986
PO015113NUP001,2018-01-19,145.406
PO015113NUP001,2018-02-21,144.866
PO015113NUP001,2018-03-21,144.526
PO015113NUP001,2018-04-20,144.316
PO015113NUP001,2018-05-16,144.796
PO015113NUP001,2018-06-19,146.176
PO015113NUP001,2018-07-13,147.496
PO015113NUP001,2018-08-24,147.166
PO015113NUP001,2018-09-21,148.246
PO015113NUP001,2018-10-19,147.186
PO015113NUP001,2018-11-16,146.516
PO015113NUP001,2018-12-18,145.816
PO015113NUP001,2019-01-22,145.126
PO015113NUP001,2019-02-19,144.616
PO015113NUP001,2019-03-22,144.106
PO015113NUP001,2019-04-19,143.696
PO015113NUP001,2019-05-17,143.886
PO015113NUP001,2019-06-11,144.916
PO015113NUP001,2019-07-24,147.246
PO015113NUP001,2019-08-30,148.776
PO015113NUP001,2019-09-20,148.846
PO015113NUP001,2019-10-31,147.096
PO015113NUP001,2019-11-19,146.796
PO015113NUP001,2019-12-18,146.706
PO015113NUP001,2020-01-27,145.956
PO015113NUP001,2020-06-23,147.376
PO015113NUP001,2020-07-27,149.166
PO015113NUP001,2020-08-28,149.506
PO015113NUP001,2020-09-21,148.576
PO015113NUP001,2020-10-16,147.616
PO015113NUP001,2020-12-18,145.906
PO015113NUP001,2021-01-25,145.576
PO015113NUP001,2021-02-18,145.486
PO015113NUP001,2021-04-16,144.726
PO0131310U0001,2012-03-29,236.242
PO0131310U0001,2012-05-14,234.742
PO0131310U0001,2012-06-11,235.442
PO0131310U0001,2012-07-18,234.442
PO0131310U0001,2012-08-02,234.442
PO0131310U0001,2012-09-14,234.242
PO0131310U0001,2012-10-11,233.942
PO0131310U0001,2012-11-23,233.742
PO0131310U0001,2012-12-18,233.742
PO0131310U0001,2013-01-31,233.442
PO0131310U0001,2013-02-22,233.442
PO0131310U0001,2013-04-24,233.242
PO0131310U0001,2013-05-14,233.742
PO0131310U0001,2013-07-18,233.942
PO0131310U0001,2013-08-29,233.942
PO0131310U0001,2013-09-30,233.942
PO0131310U0001,2013-10-30,233.742
PO0131310U0001,2013-11-25,233.742
PO0131310U0001,2013-12-20,233.742
PO0131310U0001,2014-01-28,234.242
PO0131310U0001,2014-02-26,234.942
PO0131310U0001,2014-03-21,235.442
PO0131310U0001,2014-04-23,235.742
PO0131310U0001,2014-05-30,235.742
PO0131310U0001,2014-06-26,234.942
PO0131310U0001,2014-07-18,235.942
PO0131310U0001,2014-09-24,236.442
PO0131310U0001,2014-10-31,236.742
PO0131310U0001,2014-11-25,237.442
PO0131310U0001,2014-12-22,238.242
PO0131310U0001,2015-01-22,238.242
PO0131310U0001,2015-03-05,238.242
PO0131310U0001,2015-04-17,238.442
PO0131310U0001,2015-05-12,238.442
PO0131310U0001,2015-06-24,238.442
PO0131310U0001,2015-07-24,238.242
PO0131310U0001,2015-08-10,237.942
PO0131310U0001,2015-09-25,237.742
PO0131310U0001,2015-10-22,237.742
PO0131310U0001,2015-11-03,237.742
PO0131310U0001,2015-12-04,237.242
PO0131310U0001,2016-02-29,236.742
PO0131310U0001,2016-03-25,236.842
PO0131310U0001,2016-04-22,236.442
PO0131310U0001,2016-05-26,236.442
PO0131310U0001,2016-06-29,236.242
PO0131310U0001,2016-07-26,236.242
PO0131310U0001,2016-08-23,236.242
PO0131310U0001,2016-09-27,235.942
PO0131310U0001,2016-10-24,235.042
PO0131310U0001,2016-11-29,235.742
PO0131310U0001,2016-12-27,235.742
PO0131310U0001,2017-01-25,235.442
PO0131310U0001,2017-02-22,235.242
PO0131310U0001,2017-03-24,235.242
PO0131310U0001,2017-04-21,234.942
PO0131310U0001,2017-05-23,234.942
PO0131310U0001,2017-06-28,234.742
PO0131310U0001,2017-07-24,234.742
PO0131310U0001,2017-08-28,234.442
PO0131310U0001,2017-09-26,234.442
PO0131310U0001,2017-10-26,234.242
PO0131310U0001,2017-11-29,233.942
PO0131310U0001,2017-12-28,233.742
PO0131310U0001,2018-01-22,233.742
PO0131310U0001,2018-02-23,233.442
PO0131310U0001,2018-03-29,233.242
PO0131310U0001,2018-04-26,233.242
PO0131310U0001,2018-05-28,233.242
PO0131310U0001,2018-06-25,232.942
PO0131310U0001,2018-07-24,232.942
PO0131310U0001,2018-09-28,232.742
PO0131310U0001,2018-10-22,232.442
PO0131310U0001,2018-11-28,232.792
PO0131310U0001,2018-12-28,232.442
PO0131310U0001,2019-01-29,232.242
PO0131310U0001,2019-02-25,231.942
PO0131310U0001,2019-03-01,231.742
PO0131310U0001,2019-04-26,231.742
PO0131310U0001,2019-05-27,232.442
PO0131310U0001,2019-06-27,231.442
PO0131310U0001,2019-07-20,230.442
PO0131310U0001,2019-08-29,230.942
PO0131310U0001,2019-10-24,230.742
PO0131310U0001,2019-11-26,230.742
PO0131310U0001,2019-12-27,231.242
PO0131310U0001,2020-01-27,231.942
PO0131310U0001,2020-02-24,231.442
PO0131310U0001,2020-03-26,232.142
PO0131310U0001,2020-04-24,232.142
PO0131310U0001,2020-05-25,231.442
PO0131310U0001,2020-06-22,231.642
PO0131310U0001,2020-07-31,232.142
PO0131310U0001,2020-09-29,231.442
PO0131310U0001,2020-10-26,231.942
PO0131310U0001,2020-11-23,232.242
PO0131310U0001,2020-12-29,232.242
PO0131310U0001,2021-01-28,232.442
PO0131310U0001,2021-02-22,232.742
PO0131310U0001,2021-03-22,233.242
PO0970440U0002,2007-02-27,183.75
PO0970440U0002,2007-03-30,183.67
PO0970440U0002,2007-05-31,183.7
PO0970440U0002,2007-06-29,183.3
PO0970440U0002,2007-07-31,183.0
PO0970440U0002,2007-09-11,182.8
PO0970440U0002,2007-10-31,182.53
PO0970440U0002,2007-11-27,183.0
PO0970440U0002,2008-01-04,183.18
PO0970440U0002,2008-02-01,184.15
PO0970440U0002,2008-03-03,183.5
PO0970440U0002,2008-04-02,183.05
PO0970440U0002,2008-05-01,182.75
PO0970440U0002,2008-06-03,182.65
PO0970440U0002,2008-07-01,182.57
PO0970440U0002,2008-08-01,181.9
PO0970440U0002,2008-09-30,183.62
PO0970440U0002,2008-10-30,183.5
PO0970440U0002,2008-12-02,183.68
PO0970440U0002,2009-01-02,183.67
PO0970440U0002,2009-02-03,183.95
PO0970440U0002,2009-04-30,185.3
PO0970440U0002,2009-05-28,185.5
PO0970440U0002,2009-06-30,185.95
PO0970440U0002,2009-07-31,185.9
PO0970440U0002,2009-09-14,185.85
PO0970440U0002,2009-10-08,185.65
PO0970440U0002,2009-11-05,185.62
PO0970440U0002,2009-12-04,185.45
PO0970440U0002,2010-01-01,185.35
PO0970440U0002,2010-02-01,185.28
PO0970440U0002,2010-03-04,185.3
PO0970440U0002,2010-04-09,185.1
PO0970440U0002,2010-05-04,185.15
PO0970440U0002,2010-06-11,185.08
PO0970440U0002,2010-07-09,185.2
PO0970440U0002,2010-08-06,185.15
PO0970440U0002,2010-09-06,185.05
PO0970440U0002,2010-10-08,185.65
PO0970440U0002,2010-11-05,185.05
PO0970440U0002,2010-12-07,185.55
PO0970440U0002,2011-01-07,185.9
PO0970440U0002,2011-02-11,186.5
PO0970440U0002,2011-03-09,187.1
PO0970440U0002,2011-04-01,187.4
PO0970440U0002,2011-06-08,188.0
PO0970440U0002,2011-07-05,188.0
PO0970440U0002,2011-08-01,187.3
PO0970440U0002,2011-09-16,187.8
PO0970440U0002,2011-10-03,187.7
PO0970440U0002,2011-11-07,187.85
PO0970440U0002,2012-01-02,187.7
PO0970440U0002,2012-03-06,187.2
PO0970440U0002,2012-04-11,187.2
PO0970440U0002,2012-06-11,186.65
PO0970440U0002,2012-07-09,186.3
PO0970440U0002,2012-08-09,186.0
PO0970440U0002,2012-10-08,185.7
PO0970440U0002,2012-12-03,185.6
PO0970440U0002,2013-01-16,185.8
PO0970440U0002,2014-06-26,188.87
PO0970440U0002,2014-07-31,188.52
PO0970440U0002,2014-08-31,188.7
PO0970440U0002,2014-09-30,188.66
PO0970440U0002,2014-11-30,189.07
PO0970440U0002,2014-12-31,189.09
PO0970440U0002,2015-01-31,189.76
PO0970440U0002,2015-02-28,189.61
PO0970440U0002,2015-03-31,190.5
PO0970440U0002,2015-04-22,189.71
PO0970440U0002,2015-05-10,189.73
PO0970440U0002,2015-06-29,190.25
PO0970440U0002,2015-07-28,190.84
PO0970440U0002,2015-08-28,190.07
PO0970440U0002,2015-09-25,190.83
PO0970440U0002,2015-10-22,200.75
PO0970440U0002,2015-11-26,200.75
PO0970440U0002,2015-12-09,200.74
PO0970440U0002,2016-01-01,200.74
PO0970440U0002,2016-02-01,200.75
PO0970440U0002,2016-04-05,188.38
PO0970440U0002,2016-05-01,187.41
PO0970440U0002,2016-06-01,178.06
PO0970440U0002,2016-07-01,177.88
PO0970440U0002,2016-08-01,178.07
PO0970440U0002,2016-09-01,177.69
PO0970440U0002,2016-10-30,177.69
PO0970440U0002,2016-11-01,177.69
PO0970440U0002,2016-12-01,177.67
PO0970440U0002,2017-01-01,177.48
PO0970440U0002,2017-02-01,177.47
PO0970440U0002,2017-03-01,177.35
PO0970440U0002,2017-04-01,177.06
PO0970440U0002,2017-05-01,177.01
PO0970440U0002,2017-06-01,176.89
PO0970440U0002,2017-07-01,176.87
PO0970440U0002,2017-08-01,176.92
PO0970440U0002,2017-09-30,176.61
PO0970440U0002,2017-10-23,176.55
PO0970440U0002,2017-11-29,176.53
PO0970440U0002,2017-12-30,176.44
PO0970440U0002,2018-01-31,176.43
PO0970440U0002,2018-02-24,176.48
PO0970440U0002,2018-03-27,176.87
PO0970440U0002,2018-04-27,176.4
PO0970440U0002,2018-05-30,176.87
PO0970440U0002,2018-06-25,176.86
PO0970440U0002,2018-07-30,176.8
PO0970440U0002,2018-08-27,176.58
PO0970440U0002,2018-09-28,176.51
PO0970440U0002,2018-10-30,176.65
PO0970440U0002,2018-11-26,176.99
PO0970440U0002,2018-12-17,176.3
PO0970440U0002,2019-02-05,176.85
PO0970440U0002,2019-03-31,176.03
PO0970440U0002,2019-04-30,176.02
PO0970440U0002,2019-05-21,176.03
PO0970440U0002,2019-06-27,175.81
PO0970440U0002,2019-09-10,176.5
PO0970440U0002,2019-11-19,176.63
PO0970440U0002,2020-01-27,176.86
PO0970440U0002,2020-02-11,177.02
PO0970440U0002,2020-03-06,177.11
PO0970440U0002,2020-04-03,177.14
PO0970440U0002,2020-06-12,177.4
PO0970440U0002,2020-07-07,176.72
PO0970440U0002,2020-08-31,177.66
PO0970440U0002,2020-09-25,177.7
PO0970440U0002,2020-10-27,177.75
PO0970440U0002,2020-11-21,177.75
PO0970440U0002,2020-12-28,178.32
PO0970440U0002,2021-02-25,178.05
PO0970440U0002,2021-03-25,178.21
PO0131330U0009,2007-03-03,228.805
PO0131330U0009,2007-05-17,228.505
PO0131330U0009,2007-06-17,228.505
PO0131330U0009,2007-08-17,229.055
PO0131330U0009,2008-02-18,226.535
PO0131330U0009,2008-04-26,226.795
PO0131330U0009,2008-05-10,227.695
PO0131330U0009,2008-06-10,227.595
PO0131330U0009,2008-07-10,227.895
PO0131330U0009,2008-08-01,228.495
PO0131330U0009,2008-10-20,227.895
PO0131330U0009,2008-11-11,226.195
PO0131330U0009,2009-01-01,230.405
PO0131330U0009,2009-02-01,231.605
PO0131330U0009,2009-03-01,232.305
PO0131330U0009,2009-04-01,232.405
PO0131330U0009,2009-05-01,232.805
PO0131330U0009,2009-06-01,232.505
PO0131330U0009,2009-07-01,234.705
PO0131330U0009,2009-08-01,234.505
PO0131330U0009,2009-09-01,234.705
PO0131330U0009,2009-10-01,235.205
PO0131330U0009,2009-11-01,235.305
PO0131330U0009,2009-12-01,235.105
PO0131330U0009,2010-01-01,235.005
PO0131330U0009,2010-02-01,234.905
PO0131330U0009,2010-03-01,235.305
PO0131330U0009,2010-04-01,234.955
PO0131330U0009,2010-05-01,235.305
PO0131330U0009,2010-06-01,235.405
PO0131330U0009,2010-07-01,235.505
PO0131330U0009,2010-08-01,235.405
PO0131330U0009,2010-09-01,235.505
PO0131330U0009,2010-10-01,236.405
PO0131330U0009,2010-11-01,236.505
PO0131330U0009,2010-12-01,236.805
PO0131330U0009,2011-01-01,236.705
PO0131330U0009,2011-02-01,236.805
PO0131330U0009,2011-03-01,238.605
PO0131330U0009,2011-04-01,238.805
PO0131330U0009,2011-05-02,238.805
PO0131330U0009,2011-06-01,238.005
PO0131330U0009,2011-07-01,238.105
PO0131330U0009,2011-08-01,237.605
PO0131330U0009,2011-09-01,237.405
PO0131330U0009,2011-10-01,237.505
PO0131330U0009,2011-11-01,236.605
PO0131330U0009,2011-12-01,236.405
PO0131330U0009,2012-01-01,236.405
PO0131330U0009,2012-02-01,235.805
PO0131330U0009,2012-03-31,235.805
PO0131330U0009,2012-04-01,235.605
PO0131330U0009,2012-05-01,235.105
PO0131330U0009,2012-06-01,234.605
PO0131330U0009,2012-07-01,234.405
PO0131330U0009,2012-08-31,234.205
PO0131330U0009,2012-09-30,234.105
PO0131330U0009,2012-10-31,233.805
PO0131330U0009,2012-12-31,233.005
PO0131330U0009,2013-01-31,232.905
PO0131330U0009,2013-02-28,233.305
PO0131330U0009,2013-03-31,233.205
PO0131330U0009,2013-04-30,232.605
PO0131330U0009,2013-05-31,233.505
PO0131330U0009,2013-07-01,233.505
PO0131330U0009,2013-08-01,233.305
PO0131330U0009,2013-09-01,234.205
PO0131330U0009,2013-10-01,234.105
PO0131330U0009,2013-11-01,234.005
PO0131330U0009,2013-12-01,234.305
PO0131330U0009,2014-01-01,234.405
PO0131330U0009,2014-03-01,235.805
PO0131330U0009,2014-04-01,236.505
PO0131330U0009,2014-05-01,236.705
PO0131330U0009,2014-06-01,236.705
PO0131330U0009,2014-07-01,237.405
PO0131330U0009,2014-08-01,237.605
PO0131330U0009,2014-09-01,237.405
PO0131330U0009,2014-10-01,237.305
PO0131330U0009,2014-11-01,237.505
PO0131330U0009,2014-12-01,238.705
PO0131330U0009,2015-01-01,238.705
PO0131330U0009,2015-02-01,239.405
PO0131330U0009,2015-03-01,239.205
PO0131330U0009,2015-04-01,239.105
PO0131330U0009,2015-05-01,238.605
PO0131330U0009,2015-06-01,238.105
PO0131330U0009,2015-07-01,237.905
PO0131330U0009,2015-08-01,237.905
PO0131330U0009,2015-09-01,237.505
PO0131330U0009,2015-10-01,237.305
PO0131330U0009,2015-11-01,237.405
PO0131330U0009,2015-12-01,237.405
PO0131330U0009,2016-01-01,237.705
PO0131330U0009,2016-02-01,237.605
PO0131330U0009,2016-03-01,237.405
PO0131330U0009,2016-04-01,236.205
PO0131330U0009,2016-05-01,236.005
PO0131330U0009,2016-06-01,235.705
PO0131330U0009,2016-07-01,235.805
PO0131330U0009,2016-08-01,235.505
PO0131330U0009,2016-09-01,235.705
PO0131330U0009,2016-10-01,235.105
PO0131330U0009,2016-11-01,235.105
PO0131330U0009,2016-12-01,235.405
PO0131330U0009,2017-01-16,234.605
PO0131330U0009,2017-02-01,235.005
PO0131330U0009,2017-03-15,233.305
PO0131330U0009,2017-04-28,234.205
PO0131330U0009,2017-05-30,233.805
PO0131330U0009,2017-06-29,233.605
PO0131330U0009,2017-08-03,233.605
PO0131330U0009,2017-09-06,233.505
PO0131330U0009,2017-10-04,233.505
PO0131330U0009,2017-11-06,233.405
PO0131330U0009,2017-12-06,233.305
PO0131330U0009,2018-01-03,233.105
PO0131330U0009,2018-02-06,232.705
PO0131330U0009,2018-03-08,232.405
PO0131330U0009,2018-04-03,232.305
PO0131330U0009,2018-05-04,232.005
PO0131330U0009,2018-06-05,231.605
PO0131330U0009,2018-07-05,232.105
PO0131330U0009,2018-08-01,231.905
PO0131330U0009,2018-09-10,232.105
PO0131330U0009,2018-10-04,232.005
PO0131330U0009,2018-11-07,232.205
PO0131330U0009,2018-12-05,232.205
PO0131330U0009,2019-01-07,232.205
PO0131330U0009,2019-02-04,232.105
PO0131330U0009,2019-03-07,232.005
PO0131330U0009,2019-05-07,231.905
PO0131330U0009,2019-06-03,231.505
PO0131330U0009,2019-07-15,231.605
PO0131330U0009,2019-08-05,231.105
PO0131330U0009,2019-09-02,230.905
PO0131330U0009,2019-10-04,230.105
PO0131330U0009,2019-11-05,230.105
PO0131330U0009,2019-12-16,230.305
PO0131330U0009,2020-01-14,230.205
PO0131330U0009,2020-02-04,230.105
PO0131330U0009,2020-03-05,230.105
PO0131330U0009,2020-05-05,230.805
PO0131330U0009,2020-06-04,231.805
PO0131330U0009,2020-07-15,230.805
PO0131330U0009,2020-08-11,230.605
PO0131330U0009,2020-09-03,230.605
PO0131330U0009,2020-10-12,231.805
PO0131330U0009,2021-02-04,231.505
PO0131330U0009,2021-03-02,231.505
PO0131330U0009,2021-04-14,231.705
PO012090NU2009,2001-02-01,159.486
PO012090NU2009,2001-04-01,159.886
PO012090NU2009,2001-05-01,159.836
PO012090NU2009,2001-06-01,159.586
PO012090NU2009,2001-07-01,159.296
PO012090NU2009,2001-08-01,159.146
PO012090NU2009,2001-09-01,159.086
PO012090NU2009,2001-10-01,159.036
PO012090NU2009,2001-11-01,158.886
PO012090NU2009,2001-12-01,158.836
PO012090NU2009,2002-01-01,158.696
PO012090NU2009,2002-02-01,158.476
PO012090NU2009,2002-03-01,158.366
PO012090NU2009,2002-04-01,158.346
PO012090NU2009,2002-05-01,158.776
PO012090NU2009,2002-06-01,159.046
PO012090NU2009,2002-07-01,159.066
PO012090NU2009,2002-08-01,159.076
PO012090NU2009,2002-09-01,158.996
PO012090NU2009,2002-10-01,158.846
PO012090NU2009,2002-11-01,158.846
PO012090NU2009,2002-12-01,159.656
PO012090NU2009,2003-01-01,159.706
PO012090NU2009,2003-02-01,160.246
PO012090NU2009,2003-03-01,160.366
PO012090NU2009,2003-04-01,160.146
PO012090NU2009,2003-05-01,158.956
PO012090NU2009,2003-06-01,159.036
PO012090NU2009,2003-07-01,159.256
PO012090NU2009,2003-08-01,158.866
PO012090NU2009,2003-09-01,158.806
PO012090NU2009,2003-10-01,158.146
PO012090NU2009,2003-11-01,158.216
PO012090NU2009,2003-12-01,158.246
PO012090NU2009,2004-01-01,158.686
PO012090NU2009,2004-02-01,158.666
PO012090NU2009,2004-03-01,158.726
PO012090NU2009,2004-04-01,158.746
PO012090NU2009,2004-05-01,158.526
PO012090NU2009,2004-06-01,158.486
PO012090NU2009,2004-07-01,158.986
PO012090NU2009,2004-08-01,158.996
PO012090NU2009,2004-09-01,158.846
PO012090NU2009,2004-10-01,158.696
PO012090NU2009,2004-11-01,158.796
PO012090NU2009,2004-12-01,157.996
PO012090NU2009,2005-01-01,158.556
PO012090NU2009,2005-02-01,158.436
PO012090NU2009,2005-03-01,158.256
PO012090NU2009,2005-04-01,157.826
PO012090NU2009,2005-05-01,158.336
PO012090NU2009,2005-06-01,157.846
PO012090NU2009,2005-07-01,157.096
PO012090NU2009,2005-08-01,155.916
PO012090NU2009,2005-09-01,157.226
PO012090NU2009,2005-10-01,157.846
PO012090NU2009,2005-11-01,153.536
PO012090NU2009,2005-12-01,157.546
PO012090NU2009,2006-01-01,157.336
PO012090NU2009,2006-02-01,157.316
PO012090NU2009,2006-03-01,157.296
PO012090NU2009,2006-04-01,156.796
PO012090NU2009,2006-05-01,156.946
PO012090NU2009,2006-06-01,157.046
PO012090NU2009,2006-07-01,156.946
PO012090NU2009,2006-08-01,156.996
PO012090NU2009,2006-09-01,157.126
PO012090NU2009,2006-10-01,157.126
PO012090NU2009,2006-11-01,157.246
PO012090NU2009,2006-12-01,157.106
PO012090NU2009,2007-02-28,157.046
PO012090NU2009,2007-03-29,156.906
PO012090NU2009,2007-05-02,156.776
PO012090NU2009,2007-06-04,156.696
PO012090NU2009,2007-07-01,156.746
PO012090NU2009,2007-08-01,156.746
PO012090NU2009,2007-10-09,156.716
PO012090NU2009,2007-12-28,156.666
PO012090NU2009,2008-01-15,156.606
PO012090NU2009,2008-02-15,156.416
PO012090NU2009,2008-03-15,156.316
PO012090NU2009,2008-04-15,157.556
PO012090NU2009,2008-05-15,157.696
PO012090NU2009,2008-06-15,157.666
PO012090NU2009,2008-07-15,157.226
PO012090NU2009,2008-08-15,157.286
PO012090NU2009,2008-09-15,157.546
PO012090NU2009,2008-10-15,157.566
PO012090NU2009,2008-11-15,157.896
PO012090NU2009,2008-12-15,158.086
PO012090NU2009,2009-02-27,158.406
PO012090NU2009,2009-03-27,158.196
PO012090NU2009,2009-04-30,158.256
PO012090NU2009,2009-05-27,158.136
PO012090NU2009,2009-06-29,158.716
PO012090NU2009,2009-07-31,158.106
PO012090NU2009,2009-08-28,158.586
PO012090NU2009,2009-09-30,158.626
PO012090NU2009,2009-10-30,156.836
PO012090NU2009,2009-11-30,156.386
PO012090NU2009,2009-12-30,158.476
PO012090NU2009,2010-01-28,158.276
PO012090NU2009,2010-02-25,158.316
PO012090NU2009,2010-04-01,158.426
